Student ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Name,Aadhaar No,Fathers Name,Mother's Maiden Name,Date of Birth,Gender,Maritial Status,Nationality,Correspondence Address,Permanent Address,Mobile No,Telephone No.,Course,Branch,Start Date,Expected End Date,Year,PAN No,Bank Name,Bank_Branch,Account No.,IFSC ,MICR
S-02542,U-0257,C-11253,Jordan,9999992542,Isaiah,,,M,Unmarried,Indian,6230 GREENHAVEN DR,Same as Previous,12344864,,Btech,ME,,,,P-3775,Sbi,,,,231344873
S-02543,U-0257,C-11253,Jordon,9999992543,Galvin,,,M,Unmarried,Indian,7141 HAVENSIDE DR,Same as Previous,12344865,,Btech,CE,,,,P-3776,Sbi,,,,231344874
S-02544,U-0257,C-11253,Jorge,9999992544,Dieter,,,M,Unmarried,Indian,7952 POCKET RD,Same as Previous,12344866,,Btech,Cse,,,,P-3777,Canara,,,,231344875
S-02545,U-0257,C-11253,Jose,9999992545,Jacob,,,M,Unmarried,Indian,5470 80TH ST,Same as Previous,12344867,,Btech,Cse,,,,P-3778,Sbi,,,,231344876
S-02546,U-0257,C-11253,Jose,9999992546,Ishmael,,,M,Unmarried,Indian,3671 FRANKLIN BLVD,Same as Previous,12344868,,Btech,IT,,,,P-3779,Hdfc,,,,231344877
S-02547,U-0257,C-11253,Josef,9999992547,Jarrod,,,M,Unmarried,Indian,5060 80TH ST,Same as Previous,12344869,,Btech,Ece,,,,P-3780,Sbi,,,,231344878
S-02548,U-0257,C-11253,Josefa,9999992548,Omar,,,M,Unmarried,Indian,LOMBARD CT / MACARTHUR ST,Same as Previous,12344870,,Btech,Ece,,,,P-3781,Axis,,,,231344879
S-02549,U-0257,C-11253,Josefina,9999992549,Upton,,,M,Unmarried,Indian,CLINGER CT / MACARTHUR ST,Same as Previous,12344871,,Btech,Cse,,,,P-3782,icici,,,,231344880
S-02550,U-0257,C-11253,Josefine,9999992550,Clinton,,,M,Unmarried,Indian,6000 S LAND PARK DR,Same as Previous,12344872,,Btech,Cse,,,,P-3783,Uni,,,,231344881
S-02551,U-0257,C-11253,Joselyn,9999992551,Levi,,,M,Unmarried,Indian,2447 BOXWOOD ST,Same as Previous,12344873,,Btech,Me,,,,P-3784,Boi,,,,231344882
S-02552,U-0257,C-11253,Joseph,9999992552,Carson,,,M,Unmarried,Indian,5351 47TH AVE,Same as Previous,12344874,,Btech,Ce,,,,P-3785,Sbi ,,,,231344883
S-02553,U-0257,C-11253,Joseph,9999992553,Vernon,,,M,Unmarried,Indian,NORWOOD AVE / BELL AVE,Same as Previous,12344875,,Btech,IT,,,,P-3786,Pnb,,,,231344884
S-02554,U-0257,C-11253,Josephina,9999992554,Gannon,,,M,Unmarried,Indian,3555 AUBURN BLVD,Same as Previous,12344876,,Btech,Cse,,,,P-3787,Sbi,,,,231344885
S-02555,U-0257,C-11253,Josephine,9999992555,Baker,,,M,Unmarried,Indian,CREEKS EDGE WAY / FRANKLIN BLVD,Same as Previous,12344877,,Btech,IT,,,,P-3788,Pnb,,,,231344886
S-02556,U-0257,C-11253,Josette,9999992556,Eaton,,,M,Unmarried,Indian,7056 S LAND PARK DR,Same as Previous,12344878,,Btech,IT,,,,P-3789,Hdfc,,,,231344887
S-02557,U-0257,C-11253,Josh,9999992557,Wayne,,,M,Unmarried,Indian,2750 SUTTERVILLE RD,Same as Previous,12344879,,Btech,CSE,,,,P-3790,Sbi,,,,231344888
S-02558,U-0257,C-11253,Joshua,9999992558,Jeremy,,,M,Unmarried,Indian,6090 S LAND PARK DR,Same as Previous,12344880,,Btech,ECE,,,,P-3791,Uni,,,,231344889
S-02559,U-0257,C-11253,Joshua,9999992559,Brock,,,M,Unmarried,Indian,5901 LEMON HILL AVE,Same as Previous,12344881,,Btech,Cse,,,,P-3792,Axis,,,,231344890
S-02560,U-0257,C-11253,Josiah,9999992560,Kennan,,,M,Unmarried,Indian,8375 DARTFORD DR,Same as Previous,12344882,,Btech,IT,,,,P-3793,Icici,,,,231344891
S-02561,U-0257,C-11253,Josie,9999992561,Dennis,,,M,Unmarried,Indian,7421 S LAND PARK DR,Same as Previous,12344883,,Btech,Ece,,,,P-3794,Sbi,,,,231344892
S-02562,U-0257,C-11253,Joslyn,9999992562,Garth,,,M,Unmarried,Indian,34TH ST / 5TH AVE,Same as Previous,12344884,,Btech,Ece,,,,P-3795,Sbi,,,,231344893
S-02563,U-0257,C-11253,Jospeh,9999992563,Neil,,,M,Unmarried,Indian,7511 EDDYLEE WAY,Same as Previous,12344885,,Btech,ME,,,,P-3796,Pnb,,,,231344894
S-02564,U-0257,C-11253,Josphine,9999992564,Lewis,,,M,Unmarried,Indian,POTOMAC AVE / NORTHGATE BLVD,Same as Previous,12344886,,Btech,CE,,,,P-3797,Canara,,,,231344895
S-02565,U-0257,C-11253,Josue,9999992565,Aristotle,,,M,Unmarried,Indian,3008 O ST,Same as Previous,12344887,,Btech,ME,,,,P-3798,Sbi,,,,231344896
S-02566,U-0496,C-22861,Jovan,9999992566,Tyrone,,,M,Unmarried,Indian,1850 CLUB CENTER DR,Same as Previous,12344888,,Btech,CE,,,,P-3799,Sbi,,,,231344897
S-02567,U-0496,C-22861,Jovita,9999992567,Vladimir,,,M,Unmarried,Indian,7360 TAMOSHANTER WAY,Same as Previous,12344889,,Btech,Cse,,,,P-3800,Canara,,,,231344898
S-02568,U-0496,C-22861,Joy,9999992568,Christopher,,,M,Unmarried,Indian,2671 RIO LINDA BLVD,Same as Previous,12344890,,Btech,Cse,,,,P-3801,Sbi,,,,231344899
S-02569,U-0496,C-22861,Joya,9999992569,Tobias,,,M,Unmarried,Indian,600 K ST,Same as Previous,12344891,,Btech,IT,,,,P-3802,Hdfc,,,,231344900
S-02570,U-0496,C-22861,Joyce,9999992570,Walter,,,M,Unmarried,Indian,PINELL ST / RENE AVE,Same as Previous,12344892,,Btech,Ece,,,,P-3803,Sbi,,,,231344901
S-02571,U-0496,C-22861,Joycelyn,9999992571,William,,,M,Unmarried,Indian,STOCKTON BLVD / MASSIE CT,Same as Previous,12344893,,Btech,Ece,,,,P-3804,Axis,,,,231344902
S-02572,U-0496,C-22861,Joye,9999992572,Vincent,,,M,Unmarried,Indian,1330 LONGSHORE CT,Same as Previous,12344894,,Btech,Cse,,,,P-3805,icici,,,,231344903
S-02573,U-0496,C-22861,Juan,9999992573,Denton,,,M,Unmarried,Indian,STOCKTON BLVD / ELSIE AVE,Same as Previous,12344895,,Btech,Cse,,,,P-3806,Uni,,,,231344904
S-02574,U-0496,C-22861,Juan,9999992574,Kevin,,,M,Unmarried,Indian,1 SHOAL CT,Same as Previous,12344896,,Btech,Me,,,,P-3807,Boi,,,,231344905
S-02575,U-0496,C-22861,Juana,9999992575,Chandler,,,M,Unmarried,Indian,STOCKTON BLVD / MASSIE CT,Same as Previous,12344897,,Btech,Ce,,,,P-3808,Sbi ,,,,231344906
S-02576,U-0496,C-22861,Juanita,9999992576,Gregory,,,M,Unmarried,Indian,16TH ST / S ST,Same as Previous,12344898,,Btech,IT,,,,P-3809,Pnb,,,,231344907
S-02577,U-0496,C-22861,Jude,9999992577,Donovan,,,M,Unmarried,Indian,DEL PASO BLVD / PALO VERDE AVE,Same as Previous,12344899,,Btech,Cse,,,,P-3810,Sbi,,,,231344908
S-02578,U-0496,C-22861,Jude,9999992578,Rahim,,,M,Unmarried,Indian,1808 SOUTH AVE,Same as Previous,12344900,,Btech,IT,,,,P-3811,Pnb,,,,231344909
S-02579,U-0496,C-22861,Judi,9999992579,Barry,,,M,Unmarried,Indian,8TH ST / K ST,Same as Previous,12344901,,Btech,IT,,,,P-3812,Hdfc,,,,231344910
S-02580,U-0496,C-22861,Judie,9999992580,Bevis,,,M,Unmarried,Indian,371 GROTH CIR,Same as Previous,12344902,,Btech,CSE,,,,P-3813,Sbi,,,,231344911
S-02581,U-0496,C-22861,Judith,9999992581,Colt,,,M,Unmarried,Indian,6200 GLORIA DR,Same as Previous,12344903,,Btech,ECE,,,,P-3814,Uni,,,,231344912
S-02582,U-0496,C-22861,Judson,9999992582,Quamar,,,M,Unmarried,Indian,1230 J ST,Same as Previous,12344904,,Btech,Cse,,,,P-3815,Axis,,,,231344913
S-02583,U-0496,C-22861,Judy,9999992583,Jamal,,,M,Unmarried,Indian,2515 48TH AVE,Same as Previous,12344905,,Btech,IT,,,,P-3816,Icici,,,,231344914
S-02584,U-0496,C-22861,Jule,9999992584,Abdul,,,M,Unmarried,Indian,2800 J ST,Same as Previous,12344906,,Btech,Ece,,,,P-3817,Sbi,,,,231344915
S-02585,U-0496,C-22861,Julee,9999992585,Baxter,,,M,Unmarried,Indian,1500 W EL CAMINO AVE,Same as Previous,12344907,,Btech,Ece,,,,P-3818,Sbi,,,,231344916
S-02586,U-0496,C-22861,Julene,9999992586,Hunter,,,M,Unmarried,Indian,5399 47TH AVE,Same as Previous,12344908,,Btech,ME,,,,P-3819,Pnb,,,,231344917
S-02587,U-0496,C-22861,Jules,9999992587,Quentin,,,M,Unmarried,Indian,261 HEMFORD CIR,Same as Previous,12344909,,Btech,CE,,,,P-3820,Canara,,,,231344918
S-02588,U-0496,C-22861,Juli,9999992588,Nolan,,,M,Unmarried,Indian,2908 QUINTER WAY,Same as Previous,12344910,,Btech,ME,,,,P-3821,Sbi,,,,231344919
S-02589,U-0496,C-22861,Julia,9999992589,Harper,,,M,Unmarried,Indian,8105 PORT ROYALE WAY,Same as Previous,12344911,,Btech,CE,,,,P-3822,Sbi,,,,231344920
S-02590,U-0496,C-22861,Julian,9999992590,Joel,,,M,Unmarried,Indian,4064 TAYLOR ST,Same as Previous,12344912,,Btech,Cse,,,,P-3823,Canara,,,,231344921
S-02591,U-0496,C-22861,Julian,9999992591,Leroy,,,M,Unmarried,Indian,2810 35TH ST,Same as Previous,12344913,,Btech,Cse,,,,P-3824,Sbi,,,,231344922
S-02592,U-0496,C-22861,Juliana,9999992592,Phelan,,,M,Unmarried,Indian,5TH AVE / 35TH ST,Same as Previous,12344914,,Btech,IT,,,,P-3825,Hdfc,,,,231344923
S-02593,U-0496,C-22861,Juliane,9999992593,Rigel,,,M,Unmarried,Indian,1600 EXPO PKWY,Same as Previous,12344915,,Btech,Ece,,,,P-3826,Sbi,,,,231344924
S-02594,U-0496,C-22861,Juliann,9999992594,Malachi,,,M,Unmarried,Indian,AUBURN BLVD / MARCONI AVE,Same as Previous,12344916,,Btech,Ece,,,,P-3827,Axis,,,,231344925
S-02595,U-0496,C-22861,Julianna,9999992595,James,,,M,Unmarried,Indian,708 NORTHFIELD DR,Same as Previous,12344917,,Btech,Cse,,,,P-3828,icici,,,,231344926
S-02596,U-0496,C-22861,Julianne,9999992596,Carson,,,M,Unmarried,Indian,845 EL CAMINO AVE,Same as Previous,12344918,,Btech,Cse,,,,P-3829,Uni,,,,231344927
S-02597,U-0496,C-22861,Julie,9999992597,Caleb,,,M,Unmarried,Indian,NORTH AVE / TALENT ST,Same as Previous,12344919,,Btech,Me,,,,P-3830,Boi,,,,231344928
S-02598,U-0496,C-22861,Julieann,9999992598,Howard,,,M,Unmarried,Indian,53RD AVE / WOODBINE AVE,Same as Previous,12344920,,Btech,Ce,,,,P-3831,Sbi ,,,,231344929
S-02599,U-0496,C-22861,Julienne,9999992599,Darius,,,M,Unmarried,Indian,4625 VALLEY HI DR,Same as Previous,12344921,,Btech,IT,,,,P-3832,Pnb,,,,231344930
S-02600,U-0496,C-22859,Juliet,9999992600,Neil,,,M,Unmarried,Indian,20TH ST / BROADWAY,Same as Previous,12344922,,Btech,Cse,,,,P-3833,Sbi,,,,231344931
S-02601,U-0496,C-22859,Julieta,9999992601,Harrison,,,M,Unmarried,Indian,6204 POWER INN RD,Same as Previous,12344923,,Btech,IT,,,,P-3834,Pnb,,,,231344932
S-02602,U-0496,C-22859,Julietta,9999992602,Addison,,,M,Unmarried,Indian,630 ELEANOR AVE,Same as Previous,12344924,,Btech,IT,,,,P-3835,Hdfc,,,,231344933
S-02603,U-0496,C-22859,Juliette,9999992603,Castor,,,M,Unmarried,Indian,1850 CLUB CENTER DR,Same as Previous,12344925,,Btech,CSE,,,,P-3836,Sbi,,,,231344934
S-02604,U-0496,C-22859,Julio,9999992604,Lucius,,,M,Unmarried,Indian,8530 FRUITRIDGE RD,Same as Previous,12344926,,Btech,ECE,,,,P-3837,Uni,,,,231344935
S-02605,U-0496,C-22859,Julio,9999992605,Zachary,,,M,Unmarried,Indian,5790 WALLACE AVE,Same as Previous,12344927,,Btech,Cse,,,,P-3838,Axis,,,,231344936
S-02606,U-0496,C-22859,Julissa,9999992606,Malik,,,M,Unmarried,Indian,6685 STOCKTON BLVD,Same as Previous,12344928,,Btech,IT,,,,P-3839,Icici,,,,231344937
S-02607,U-0496,C-22859,Julius,9999992607,Merrill,,,M,Unmarried,Indian,DEL PASO BLVD / BARSTOW ST,Same as Previous,12344929,,Btech,Ece,,,,P-3840,Sbi,,,,231344938
S-02608,U-0496,C-22859,June,9999992608,Theodore,,,M,Unmarried,Indian,1701 ARDEN WAY,Same as Previous,12344930,,Btech,Ece,,,,P-3841,Sbi,,,,231344939
S-02609,U-0496,C-22859,Jung,9999992609,Jakeem,,,M,Unmarried,Indian,297 MARINA PARK WAY,Same as Previous,12344931,,Btech,ME,,,,P-3842,Pnb,,,,231344940
S-02610,U-0496,C-22859,Junie,9999992610,Zeus,,,M,Unmarried,Indian,STOCKTON BLVD / PARKER AVE,Same as Previous,12344932,,Btech,CE,,,,P-3843,Canara,,,,231344941
S-02611,U-0496,C-22859,Junior,9999992611,Tarik,,,M,Unmarried,Indian,2755 OAKMONT ST,Same as Previous,12344933,,Btech,ME,,,,P-3844,Sbi,,,,231344942
S-02612,U-0496,C-22859,Junita,9999992612,Reece,,,M,Unmarried,Indian,903 DEL PASO BLVD,Same as Previous,12344934,,Btech,CE,,,,P-3845,Sbi,,,,231344943
S-02613,U-0496,C-22859,Junko,9999992613,Quentin,,,M,Unmarried,Indian,1548 69TH AVE,Same as Previous,12344935,,Btech,Cse,,,,P-3846,Canara,,,,231344944
S-02614,U-0496,C-22859,Justa,9999992614,Timon,,,M,Unmarried,Indian,2771 GROVE AVE,Same as Previous,12344936,,Btech,Cse,,,,P-3847,Sbi,,,,231344945
S-02615,U-0496,C-22859,Justin,9999992615,Howard,,,M,Unmarried,Indian,42ND ST / 8TH AVE,Same as Previous,12344937,,Btech,IT,,,,P-3848,Hdfc,,,,231344946
S-02616,U-0496,C-22859,Justin,9999992616,Blake,,,M,Unmarried,Indian,6225 BROADWAY,Same as Previous,12344938,,Btech,Ece,,,,P-3849,Sbi,,,,231344947
S-02617,U-0496,C-22859,Justina,9999992617,Elton,,,M,Unmarried,Indian,5330 STOCKTON BLVD,Same as Previous,12344939,,Btech,Ece,,,,P-3850,Axis,,,,231344948
S-02618,U-0496,C-22859,Justine,9999992618,Sylvester,,,M,Unmarried,Indian,65TH ST / Q ST,Same as Previous,12344940,,Btech,Cse,,,,P-3851,icici,,,,231344949
S-02619,U-0496,C-22859,Jutta,9999992619,Zeph,,,M,Unmarried,Indian,TALENT ST / HARRIS AVE,Same as Previous,12344941,,Btech,Cse,,,,P-3852,Uni,,,,231344950
S-02620,U-0496,C-22859,Ka,9999992620,Cain,,,M,Unmarried,Indian,5762 TANGERINE AVE,Same as Previous,12344942,,Btech,Me,,,,P-3853,Boi,,,,231344951
S-02621,U-0496,C-22859,Kacey,9999992621,Geoffrey,,,M,Unmarried,Indian,3801 DUCKHORN DR,Same as Previous,12344943,,Btech,Ce,,,,P-3854,Sbi ,,,,231344952
S-02622,U-0496,C-22859,Kaci,9999992622,Malachi,,,M,Unmarried,Indian,BRUCEVILLE RD / CENTER PKWY,Same as Previous,12344944,,Btech,IT,,,,P-3855,Pnb,,,,231344953
S-02623,U-0496,C-22859,Kacie,9999992623,Jermaine,,,M,Unmarried,Indian,132 DRAGONFLY CIR,Same as Previous,12344945,,Btech,Cse,,,,P-3856,Sbi,,,,231344954
S-02624,U-0496,C-22859,Kacy,9999992624,Hedley,,,M,Unmarried,Indian,CARLSON DR / MODDISON AVE,Same as Previous,12344946,,Btech,IT,,,,P-3857,Pnb,,,,231344955
S-02625,U-0496,C-22859,Kai,9999992625,Dylan,,,M,Unmarried,Indian,TALENT ST / HARRIS AVE,Same as Previous,12344947,,Btech,IT,,,,P-3858,Hdfc,,,,231344956
S-02626,U-0496,C-22859,Kaila,9999992626,Hamish,,,M,Unmarried,Indian,T ST / STOCKTON BLVD,Same as Previous,12344948,,Btech,CSE,,,,P-3859,Sbi,,,,231344957
S-02627,U-0496,C-22859,Kaitlin,9999992627,Harlan,,,M,Unmarried,Indian,STOCKTON BLVD / MASSIE CT,Same as Previous,12344949,,Btech,ECE,,,,P-3860,Uni,,,,231344958
S-02628,U-0496,C-22859,Kaitlyn,9999992628,Xenos,,,M,Unmarried,Indian,6518 63RD ST,Same as Previous,12344950,,Btech,Cse,,,,P-3861,Axis,,,,231344959
S-02629,U-0496,C-22859,Kala,9999992629,Abraham,,,M,Unmarried,Indian,3555 AUBURN BLVD,Same as Previous,12344951,,Btech,IT,,,,P-3862,Icici,,,,231344960
S-02630,U-0496,C-22859,Kaleigh,9999992630,Ferdinand,,,M,Unmarried,Indian,3555 AUBURN BLVD,Same as Previous,12344952,,Btech,Ece,,,,P-3863,Sbi,,,,231344961
S-02631,U-0496,C-22859,Kaley,9999992631,Dorian,,,M,Unmarried,Indian,1900 CANTERBURY RD,Same as Previous,12344953,,Btech,Ece,,,,P-3864,Sbi,,,,231344962
S-02632,U-0496,C-22859,Kali,9999992632,Alec,,,M,Unmarried,Indian,8181 FOLSOM BLVD,Same as Previous,12344954,,Btech,ME,,,,P-3865,Pnb,,,,231344963
S-02633,U-0496,C-22859,Kallie,9999992633,John,,,M,Unmarried,Indian,6845 LINDBROOK WAY,Same as Previous,12344955,,Btech,CE,,,,P-3866,Canara,,,,231344964
S-02634,U-0496,C-22859,Kalyn,9999992634,Kamal,,,M,Unmarried,Indian,4261 CUSTIS AVE,Same as Previous,12344956,,Btech,ME,,,,P-3867,Sbi,,,,231344965
S-02635,U-0496,C-22859,Kam,9999992635,Hayden,,,M,Unmarried,Indian,12 BELLADONNA CT,Same as Previous,12344957,,Btech,CE,,,,P-3868,Sbi,,,,231344966
S-02636,U-0496,C-22859,Kamala,9999992636,Dante,,,M,Unmarried,Indian,58TH ST / 21ST AVE,Same as Previous,12344958,,Btech,Cse,,,,P-3869,Canara,,,,231344967
S-02637,U-0496,C-22859,Kami,9999992637,Addison,,,M,Unmarried,Indian,VALLEY HI DR / BRUCEVILLE RD,Same as Previous,12344959,,Btech,Cse,,,,P-3870,Sbi,,,,231344968
S-02638,U-0496,C-22859,Kamilah,9999992638,Marvin,,,M,Unmarried,Indian,5150 FREEPORT BLVD,Same as Previous,12344960,,Btech,IT,,,,P-3871,Hdfc,,,,231344969
S-02639,U-0496,C-22859,Kandace,9999992639,Duncan,,,M,Unmarried,Indian,515 LAMPASAS AVE,Same as Previous,12344961,,Btech,Ece,,,,P-3872,Sbi,,,,231344970
S-02640,U-0496,C-22859,Kandi,9999992640,Slade,,,M,Unmarried,Indian,BOXWOOD ST / DEL PASO BLVD,Same as Previous,12344962,,Btech,Ece,,,,P-3873,Axis,,,,231344971
S-02641,U-0496,C-22859,Kandice,9999992641,Herman,,,M,Unmarried,Indian,5091 ACCRINGTON WAY,Same as Previous,12344963,,Btech,Cse,,,,P-3874,icici,,,,231344972
S-02642,U-0496,C-22859,Kandis,9999992642,Isaiah,,,M,Unmarried,Indian,2881 BRIDGEFORD DR,Same as Previous,12344964,,Btech,Cse,,,,P-3875,Uni,,,,231344973
S-02643,U-0496,C-22859,Kandra,9999992643,Galvin,,,M,Unmarried,Indian,23RD ST / L ST,Same as Previous,12344965,,Btech,Me,,,,P-3876,Boi,,,,231344974
S-02644,U-0496,C-22859,Kandy,9999992644,Dieter,,,M,Unmarried,Indian,131 MOREY AVE,Same as Previous,12344966,,Btech,Ce,,,,P-3877,Sbi ,,,,231344975
S-02645,U-0496,C-22859,Kanesha,9999992645,Jacob,,,M,Unmarried,Indian,5665 GILGUNN WAY,Same as Previous,12344967,,Btech,IT,,,,P-3878,Pnb,,,,231344976
S-02646,U-0496,C-22859,Kanisha,9999992646,Ishmael,,,M,Unmarried,Indian,STOCKTON BLVD / MASSIE CT,Same as Previous,12344968,,Btech,Cse,,,,P-3879,Sbi,,,,231344977
S-02647,U-0496,C-22859,Kara,9999992647,Jarrod,,,M,Unmarried,Indian,1830 HARIAN WAY,Same as Previous,12344969,,Btech,IT,,,,P-3880,Pnb,,,,231344978
S-02648,U-0496,C-22859,Karan,9999992648,Omar,,,M,Unmarried,Indian,1417 R ST,Same as Previous,12344970,,Btech,IT,,,,P-3881,Hdfc,,,,231344979
S-02649,U-0496,C-22859,Kareem,9999992649,Upton,,,M,Unmarried,Indian,MEADOWVIEW RD / SHINING STAR DR,Same as Previous,12344971,,Btech,CSE,,,,P-3882,Sbi,,,,231344980
S-02650,U-0496,C-22859,Kareen,9999992650,Clinton,,,M,Unmarried,Indian,6874 BUENA TERRA WAY,Same as Previous,12344972,,Btech,ECE,,,,P-3883,Uni,,,,231344981
S-02651,U-0496,C-22859,Karen,9999992651,Levi,,,M,Unmarried,Indian,FREEPORT BLVD / FRUITRIDGE RD,Same as Previous,12344973,,Btech,Cse,,,,P-3884,Axis,,,,231344982
S-02652,U-0496,C-22859,Karena,9999992652,Carson,,,M,Unmarried,Indian,3201 W RIVER DR,Same as Previous,12344974,,Btech,IT,,,,P-3885,Icici,,,,231344983
S-02653,U-0496,C-22859,Karey,9999992653,Vernon,,,M,Unmarried,Indian,1721 BRIDGECREEK DR,Same as Previous,12344975,,Btech,Ece,,,,P-3886,Sbi,,,,231344984
S-02654,U-0496,C-22859,Kari,9999992654,Gannon,,,M,Unmarried,Indian,5694 79TH ST,Same as Previous,12344976,,Btech,Ece,,,,P-3887,Sbi,,,,231344985
S-02655,U-0496,C-22859,Karie,9999992655,Baker,,,M,Unmarried,Indian,1630 T ST,Same as Previous,12344977,,Btech,ME,,,,P-3888,Pnb,,,,231344986
S-02656,U-0496,C-22859,Karima,9999992656,Eaton,,,M,Unmarried,Indian,5125 47TH AVE,Same as Previous,12344978,,Btech,CE,,,,P-3889,Canara,,,,231344987
S-02657,U-0496,C-22860,Karin,9999992657,Wayne,,,M,Unmarried,Indian,3637 DRY CREEK RD,Same as Previous,12344979,,Btech,ME,,,,P-3890,Sbi,,,,231344988
S-02658,U-0496,C-22860,Karina,9999992658,Jeremy,,,M,Unmarried,Indian,2626 43RD ST,Same as Previous,12344980,,Btech,CE,,,,P-3891,Sbi,,,,231344989
S-02659,U-0496,C-22860,Karine,9999992659,Brock,,,M,Unmarried,Indian,5911 68TH ST,Same as Previous,12344981,,Btech,Cse,,,,P-3892,Canara,,,,231344990
S-02660,U-0496,C-22860,Karisa,9999992660,Kennan,,,M,Unmarried,Indian,5862 63RD ST,Same as Previous,12344982,,Btech,Cse,,,,P-3893,Sbi,,,,231344991
S-02661,U-0496,C-22860,Karissa,9999992661,Dennis,,,M,Unmarried,Indian,3282 BERETANIA WAY,Same as Previous,12344983,,Btech,IT,,,,P-3894,Hdfc,,,,231344992
S-02662,U-0496,C-22860,Karl,9999992662,Garth,,,M,Unmarried,Indian,FLORIN RD / FRANKLIN BLVD,Same as Previous,12344984,,Btech,Ece,,,,P-3895,Sbi,,,,231344993
S-02663,U-0496,C-22860,Karl,9999992663,Neil,,,M,Unmarried,Indian,1255 UNIVERSITY AVE,Same as Previous,12344985,,Btech,Ece,,,,P-3896,Axis,,,,231344994
S-02664,U-0496,C-22860,Karla,9999992664,Lewis,,,M,Unmarried,Indian,NORTHGATE BLVD / SAN JUAN RD,Same as Previous,12344986,,Btech,Cse,,,,P-3897,icici,,,,231344995
S-02665,U-0496,C-22860,Karleen,9999992665,Aristotle,,,M,Unmarried,Indian,BRANCH ST / ARCADE BLVD,Same as Previous,12344987,,Btech,Cse,,,,P-3898,Uni,,,,231344996
S-02666,U-0496,C-22860,Karlene,9999992666,Tyrone,,,M,Unmarried,Indian,3579 FAR NIENTE WAY,Same as Previous,12344988,,Btech,Me,,,,P-3899,Boi,,,,231344997
S-02667,U-0496,C-22860,Karly,9999992667,Vladimir,,,M,Unmarried,Indian,1621 W EL CAMINO AVE,Same as Previous,12344989,,Btech,Ce,,,,P-3900,Sbi ,,,,231344998
S-02668,U-0496,C-22860,Karlyn,9999992668,Christopher,,,M,Unmarried,Indian,65TH ST / FOLSOM BLVD,Same as Previous,12344990,,Btech,IT,,,,P-3901,Pnb,,,,231344999
S-02669,U-0496,C-22860,Karma,9999992669,Tobias,,,M,Unmarried,Indian,MEADOWGATE DR / FRANKLIN BLVD,Same as Previous,12344991,,Btech,Cse,,,,P-3902,Sbi,,,,231345000
S-02670,U-0496,C-22860,Karmen,9999992670,Walter,,,M,Unmarried,Indian,3224 X ST,Same as Previous,12344992,,Btech,IT,,,,P-3903,Pnb,,,,231345001
S-02671,U-0496,C-22860,Karol,9999992671,William,,,M,Unmarried,Indian,6590 STOCKTON BLVD,Same as Previous,12344993,,Btech,IT,,,,P-3904,Hdfc,,,,231345002
S-02672,U-0496,C-22860,Karole,9999992672,Vincent,,,M,Unmarried,Indian,1560 WATERWHEEL DR,Same as Previous,12344994,,Btech,CSE,,,,P-3905,Sbi,,,,231345003
S-02673,U-0496,C-22860,Karoline,9999992673,Denton,,,M,Unmarried,Indian,32ND ST / BROADWAY,Same as Previous,12344995,,Btech,ECE,,,,P-3906,Uni,,,,231345004
S-02674,U-0496,C-22860,Karolyn,9999992674,Kevin,,,M,Unmarried,Indian,9TH ST / L ST,Same as Previous,12344996,,Btech,Cse,,,,P-3907,Axis,,,,231345005
S-02675,U-0496,C-22860,Karon,9999992675,Chandler,,,M,Unmarried,Indian,1240 47TH AVE,Same as Previous,12344997,,Btech,IT,,,,P-3908,Icici,,,,231345006
S-02676,U-0496,C-22860,Karren,9999992676,Gregory,,,M,Unmarried,Indian,HOWE AVE / COLLEGE TOWN DR,Same as Previous,12344998,,Btech,Ece,,,,P-3909,Sbi,,,,231345007
S-02677,U-0496,C-22860,Karri,9999992677,Donovan,,,M,Unmarried,Indian,6670 ELVAS AVE,Same as Previous,12344999,,Btech,Ece,,,,P-3910,Sbi,,,,231345008
S-02678,U-0496,C-22860,Karrie,9999992678,Rahim,,,M,Unmarried,Indian,12TH ST / U ST,Same as Previous,12345000,,Btech,ME,,,,P-3911,Pnb,,,,231345009
S-02679,U-0496,C-22860,Karry,9999992679,Barry,,,M,Unmarried,Indian,5369 CISCO CIR,Same as Previous,12345001,,Btech,CE,,,,P-3912,Canara,,,,231345010
S-02680,U-0496,C-22860,Kary,9999992680,Bevis,,,M,Unmarried,Indian,LEITCH AVE / NORWOOD AVE,Same as Previous,12345002,,Btech,ME,,,,P-3913,Sbi,,,,231345011
S-02681,U-0496,C-22860,Karyl,9999992681,Colt,,,M,Unmarried,Indian,2829 RIVER PLAZA DR,Same as Previous,12345003,,Btech,CE,,,,P-3914,Sbi,,,,231345012
S-02682,U-0496,C-22860,Karyn,9999992682,Quamar,,,M,Unmarried,Indian,805 SAN JUAN RD,Same as Previous,12345004,,Btech,Cse,,,,P-3915,Canara,,,,231345013
S-02683,U-0496,C-22860,Kasandra,9999992683,Jamal,,,M,Unmarried,Indian,5256 CALLISTER AVE,Same as Previous,12345005,,Btech,Cse,,,,P-3916,Sbi,,,,231345014
S-02684,U-0496,C-22860,Kasey,9999992684,Abdul,,,M,Unmarried,Indian,615 10TH ST,Same as Previous,12345006,,Btech,IT,,,,P-3917,Hdfc,,,,231345015
