Faculty ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Full Name,Aadhaar No,Father's Name,Mother's Maiden Name,Date of Birth,Gender,Maritial Status,Nationality,Correspondence Address,Permanent Address,Mobile No,Telephone No.,Department,Designation,Date of Joining,Area of Specialisation,Appointment Type,PAN No,Bank Name,Bank_Branch,Account No.,IFSC ,MICR
F-02643,U-0496,C-22859,,9999998489,,,,,Married,INDIAN,,,88884874,,Me,Bsc,,,,P-7004,Boi,,,,123459431
F-02644,U-0496,C-22859,,9999998490,,,,,Married,INDIAN,,,88884875,,Ce,MS,,,,P-7005,Sbi ,,,,123459432
F-02645,U-0496,C-22859,,9999998491,,,,,Un-Married,INDIAN,,,88884876,,IT,Dr,,,,P-7006,Pnb,,,,123459433
F-02646,U-0496,C-22859,,9999998492,,,,,Married,INDIAN,,,88884877,,Cse,MS,,,,P-7007,Sbi,,,,123459434
F-02647,U-0496,C-22859,,9999998493,,,,,Married,INDIAN,,,88884878,,IT,Dr,,,,P-7008,Pnb,,,,123459435
F-02648,U-0496,C-22859,,9999998494,,,,,Married,INDIAN,,,88884879,,IT,Phd,,,,P-7009,Hdfc,,,,123459436
F-02649,U-0496,C-22859,,9999998495,,,,,Married,INDIAN,,,88884880,,CSE,Phd,,,,P-7010,Sbi,,,,123459437
F-02650,U-0496,C-22859,,9999998496,,,,,Un-Married,INDIAN,,,88884881,,ECE,MS,,,,P-7011,Uni,,,,123459438
F-02651,U-0496,C-22859,,9999998497,,,,,Un-Married,INDIAN,,,88884882,,Cse,Dr,,,,P-7012,Axis,,,,123459439
F-02652,U-0496,C-22859,,9999998498,,,,,Married,INDIAN,,,88884883,,IT,Dr,,,,P-7013,Icici,,,,123459440
F-02653,U-0496,C-22859,,9999998499,,,,,Married,INDIAN,,,88884884,,Ece,Dr,,,,P-7014,Sbi,,,,123459441
F-02654,U-0496,C-22859,,9999998500,,,,,Un-Married,INDIAN,,,88884885,,Ece,MS,,,,P-7015,Sbi,,,,123459442
F-02655,U-0496,C-22859,,9999998501,,,,,Married,INDIAN,,,88884886,,ME,MS,,,,P-7016,Pnb,,,,123459443
F-02656,U-0496,C-22859,,9999998502,,,,,Un-Married,INDIAN,,,88884887,,CE,Dr,,,,P-7017,Canara,,,,123459444
F-02657,U-0496,C-22860,,9999998503,,,,,Un-Married,INDIAN,,,88884888,,ME,Bsc,,,,P-7018,Sbi,,,,123459445
F-02658,U-0496,C-22860,,9999998504,,,,,Married,INDIAN,,,88884889,,CE,MS,,,,P-7019,Sbi,,,,123459446
F-02659,U-0496,C-22860,,9999998505,,,,,Married,INDIAN,,,88884890,,Cse,Dr,,,,P-7020,Canara,,,,123459447
F-02660,U-0496,C-22860,,9999998506,,,,,Married,INDIAN,,,88884891,,Cse,MS,,,,P-7021,Sbi,,,,123459448
F-02661,U-0496,C-22860,,9999998507,,,,,Married,INDIAN,,,88884892,,IT,Dr,,,,P-7022,Hdfc,,,,123459449
F-02662,U-0496,C-22860,,9999998508,,,,,Married,INDIAN,,,88884893,,Ece,Dr,,,,P-7023,Sbi,,,,123459450
F-02663,U-0496,C-22860,,9999998509,,,,,Married,INDIAN,,,88884894,,Ece,Dr,,,,P-7024,Axis,,,,123459451
F-02664,U-0496,C-22860,,9999998510,,,,,Married,INDIAN,,,88884895,,Cse,MS,,,,P-7025,icici,,,,123459452
F-02665,U-0496,C-22860,,9999998511,,,,,Married,INDIAN,,,88884896,,Cse,MS,,,,P-7026,Uni,,,,123459453
F-02666,U-0496,C-22860,,9999998512,,,,,Married,INDIAN,,,88884897,,Me,Dr,,,,P-7027,Boi,,,,123459454
F-02667,U-0496,C-22860,,9999998513,,,,,Un-Married,INDIAN,,,88884898,,Ce,Bsc,,,,P-7028,Sbi ,,,,123459455
F-02668,U-0496,C-22860,,9999998514,,,,,Married,INDIAN,,,88884899,,IT,MS,,,,P-7029,Pnb,,,,123459456
F-02669,U-0496,C-22860,,9999998515,,,,,Married,INDIAN,,,88884900,,Cse,Dr,,,,P-7030,Sbi,,,,123459457
F-02670,U-0496,C-22860,,9999998516,,,,,Married,INDIAN,,,88884901,,IT,MS,,,,P-7031,Pnb,,,,123459458
F-02671,U-0496,C-22860,,9999998517,,,,,Married,INDIAN,,,88884902,,IT,Dr,,,,P-7032,Hdfc,,,,123459459
F-02672,U-0496,C-22860,,9999998518,,,,,Un-Married,INDIAN,,,88884903,,CSE,Phd,,,,P-7033,Sbi,,,,123459460
F-02673,U-0496,C-22860,,9999998519,,,,,Un-Married,INDIAN,,,88884904,,ECE,Phd,,,,P-7034,Uni,,,,123459461
F-02674,U-0496,C-22860,,9999998520,,,,,Married,INDIAN,,,88884905,,Cse,MS,,,,P-7035,Axis,,,,123459462
F-02675,U-0496,C-22860,,9999998521,,,,,Married,INDIAN,,,88884906,,IT,Dr,,,,P-7036,Icici,,,,123459463
F-02676,U-0496,C-22860,,9999998522,,,,,Un-Married,INDIAN,,,88884907,,Ece,Dr,,,,P-7037,Sbi,,,,123459464
F-02677,U-0496,C-22860,,9999998523,,,,,Married,INDIAN,,,88884908,,Ece,Dr,,,,P-7038,Sbi,,,,123459465
F-02678,U-0496,C-22860,,9999998524,,,,,Un-Married,INDIAN,,,88884909,,ME,MS,,,,P-7039,Pnb,,,,123459466
F-02679,U-0496,C-22860,,9999998525,,,,,Un-Married,INDIAN,,,88884910,,CE,MS,,,,P-7040,Canara,,,,123459467
F-02680,U-0496,C-22860,,9999998526,,,,,Married,INDIAN,,,88884911,,ME,Dr,,,,P-7041,Sbi,,,,123459468
F-02681,U-0496,C-22860,,9999998527,,,,,Married,INDIAN,,,88884912,,CE,Bsc,,,,P-7042,Sbi,,,,123459469
F-02682,U-0496,C-22860,,9999998528,,,,,Married,INDIAN,,,88884913,,Cse,MS,,,,P-7043,Canara,,,,123459470
F-02683,U-0496,C-22860,,9999998529,,,,,Married,INDIAN,,,88884914,,Cse,Dr,,,,P-7044,Sbi,,,,123459471
F-02684,U-0496,C-22860,,9999998530,,,,,Married,INDIAN,,,88884915,,IT,MS,,,,P-7045,Hdfc,,,,123459472
F-02685,U-0496,C-22860,,9999998531,,,,,Married,INDIAN,,,88884916,,Ece,Dr,,,,P-7046,Sbi,,,,123459473
F-02686,U-0496,C-22860,,9999998532,,,,,Married,INDIAN,,,88884917,,Ece,Phd,,,,P-7047,Axis,,,,123459474
F-02687,U-0496,C-22860,,9999998533,,,,,Married,INDIAN,,,88884918,,Cse,Phd,,,,P-7048,icici,,,,123459475
F-02688,U-0496,C-22860,,9999998534,,,,,Married,INDIAN,,,88884919,,Cse,MS,,,,P-7049,Uni,,,,123459476
F-02689,U-0496,C-22860,,9999998535,,,,,Un-Married,INDIAN,,,88884920,,Me,Dr,,,,P-7050,Boi,,,,123459477
F-02690,U-0496,C-22860,,9999998536,,,,,Married,INDIAN,,,88884921,,Ce,Dr,,,,P-7051,Sbi ,,,,123459478
F-02691,U-0496,C-22860,,9999998537,,,,,Married,INDIAN,,,88884922,,IT,Dr,,,,P-7052,Pnb,,,,123459479
F-02692,U-0496,C-22860,,9999998538,,,,,Married,INDIAN,,,88884923,,Cse,MS,,,,P-7053,Sbi,,,,123459480
F-02693,U-0496,C-22860,,9999998539,,,,,Married,INDIAN,,,88884924,,IT,MS,,,,P-7054,Pnb,,,,123459481
F-02694,U-0496,C-22860,,9999998540,,,,,Un-Married,INDIAN,,,88884925,,IT,Dr,,,,P-7055,Hdfc,,,,123459482
F-02695,U-0496,C-22860,,9999998541,,,,,Un-Married,INDIAN,,,88884926,,CSE,Bsc,,,,P-7056,Sbi,,,,123459483
F-02696,U-0496,C-22860,,9999998542,,,,,Married,INDIAN,,,88884927,,ECE,MS,,,,P-7057,Uni,,,,123459484
F-02697,U-0496,C-22860,,9999998543,,,,,Married,INDIAN,,,88884928,,Cse,Dr,,,,P-7058,Axis,,,,123459485
F-02698,U-0496,C-22860,,9999998544,,,,,Un-Married,INDIAN,,,88884929,,IT,MS,,,,P-7059,Icici,,,,123459486
F-02699,U-0496,C-22860,,9999998545,,,,,Married,INDIAN,,,88884930,,Ece,Dr,,,,P-7060,Sbi,,,,123459487
F-02700,U-0496,C-22860,,9999998546,,,,,Un-Married,INDIAN,,,88884931,,Ece,Dr,,,,P-7061,Sbi,,,,123459488
F-02701,U-0496,C-22860,,9999998547,,,,,Un-Married,INDIAN,,,88884932,,ME,Dr,,,,P-7062,Pnb,,,,123459489
F-02702,U-0496,C-22860,,9999998548,,,,,Married,INDIAN,,,88884933,,CE,MS,,,,P-7063,Canara,,,,123459490
F-02703,U-0496,C-22860,,9999998549,,,,,Married,INDIAN,,,88884934,,ME,MS,,,,P-7064,Sbi,,,,123459491
F-02704,U-0496,C-22860,,9999998550,,,,,Married,INDIAN,,,88884935,,CE,Dr,,,,P-7065,Sbi,,,,123459492
F-02705,U-0496,C-22860,,9999998551,,,,,Married,INDIAN,,,88884936,,Cse,Bsc,,,,P-7066,Canara,,,,123459493
F-02706,U-0496,C-22860,,9999998552,,,,,Married,INDIAN,,,88884937,,Cse,MS,,,,P-7067,Sbi,,,,123459494
F-02707,U-0496,C-22860,,9999998553,,,,,Married,INDIAN,,,88884938,,IT,Dr,,,,P-7068,Hdfc,,,,123459495
F-02708,U-0496,C-22860,,9999998554,,,,,Married,INDIAN,,,88884939,,Ece,MS,,,,P-7069,Sbi,,,,123459496
F-02709,U-0496,C-22860,,9999998555,,,,,Married,INDIAN,,,88884940,,Ece,Dr,,,,P-7070,Axis,,,,123459497
F-02710,U-0496,C-22860,,9999998556,,,,,Married,INDIAN,,,88884941,,Cse,Phd,,,,P-7071,icici,,,,123459498
F-02711,U-0496,C-22860,,9999998557,,,,,Un-Married,INDIAN,,,88884942,,Cse,Phd,,,,P-7072,Uni,,,,123459499
F-02712,U-0496,C-22860,,9999998558,,,,,Married,INDIAN,,,88884943,,Me,MS,,,,P-7073,Boi,,,,123459500
F-02713,U-0496,C-22860,,9999998559,,,,,Married,INDIAN,,,88884944,,Ce,Dr,,,,P-7074,Sbi ,,,,123459501
F-02714,U-0496,C-22860,,9999998560,,,,,Married,INDIAN,,,88884945,,IT,Dr,,,,P-7075,Pnb,,,,123459502
F-02715,U-0496,C-22860,,9999998561,,,,,Married,INDIAN,,,88884946,,Cse,Dr,,,,P-7076,Sbi,,,,123459503
F-02716,U-0496,C-22860,,9999998562,,,,,Un-Married,INDIAN,,,88884947,,IT,MS,,,,P-7077,Pnb,,,,123459504
F-02717,U-0496,C-22860,,9999998563,,,,,Un-Married,INDIAN,,,88884948,,IT,MS,,,,P-7078,Hdfc,,,,123459505
F-02718,U-0496,C-22860,,9999998564,,,,,Married,INDIAN,,,88884949,,CSE,Dr,,,,P-7079,Sbi,,,,123459506
F-02719,U-0496,C-22860,,9999998565,,,,,Married,INDIAN,,,88884950,,ECE,Bsc,,,,P-7080,Uni,,,,123459507
F-02720,U-0496,C-22860,,9999998566,,,,,Un-Married,INDIAN,,,88884951,,Cse,MS,,,,P-7081,Axis,,,,123459508
F-02721,U-0496,C-22860,,9999998567,,,,,Married,INDIAN,,,88884952,,IT,Dr,,,,P-7082,Icici,,,,123459509
F-02722,U-0496,C-22860,,9999998568,,,,,Un-Married,INDIAN,,,88884953,,Ece,MS,,,,P-7083,Sbi,,,,123459510
F-02723,U-0496,C-22860,,9999998569,,,,,Un-Married,INDIAN,,,88884954,,Ece,Dr,,,,P-7084,Sbi,,,,123459511
F-02724,U-0496,C-22860,,9999998570,,,,,Married,INDIAN,,,88884955,,ME,Phd,,,,P-7085,Pnb,,,,123459512
F-02725,U-0496,C-22860,,9999998571,,,,,Married,INDIAN,,,88884956,,CE,Phd,,,,P-7086,Canara,,,,123459513
F-02726,U-0496,C-22860,,9999998572,,,,,Married,INDIAN,,,88884957,,ME,MS,,,,P-7087,Sbi,,,,123459514
F-02727,U-0496,C-22860,,9999998573,,,,,Married,INDIAN,,,88884958,,CE,Dr,,,,P-7088,Sbi,,,,123459515
F-02728,U-0496,C-22860,,9999998574,,,,,Married,INDIAN,,,88884959,,Cse,Dr,,,,P-7089,Canara,,,,123459516
F-02729,U-0496,C-22860,,9999998575,,,,,Married,INDIAN,,,88884960,,Cse,Dr,,,,P-7090,Sbi,,,,123459517
F-02730,U-0496,C-22860,,9999998576,,,,,Married,INDIAN,,,88884961,,IT,MS,,,,P-7091,Hdfc,,,,123459518
F-02731,U-0496,C-22860,,9999998577,,,,,Married,INDIAN,,,88884962,,Ece,MS,,,,P-7092,Sbi,,,,123459519
F-02732,U-0496,C-22860,,9999998578,,,,,Married,INDIAN,,,88884963,,Ece,Dr,,,,P-7093,Axis,,,,123459520
F-02733,U-0496,C-22860,,9999998579,,,,,Un-Married,INDIAN,,,88884964,,Cse,Bsc,,,,P-7094,icici,,,,123459521
F-02734,U-0496,C-22860,,9999998580,,,,,Married,INDIAN,,,88884965,,Cse,MS,,,,P-7095,Uni,,,,123459522
F-02735,U-0496,C-22860,,9999998581,,,,,Married,INDIAN,,,88884966,,Me,Dr,,,,P-7096,Boi,,,,123459523
F-02736,U-0496,C-22860,,9999998582,,,,,Married,INDIAN,,,88884967,,Ce,MS,,,,P-7097,Sbi ,,,,123459524
F-02737,U-0496,C-22860,,9999998583,,,,,Married,INDIAN,,,88884968,,IT,Dr,,,,P-7098,Pnb,,,,123459525
F-02738,U-0496,C-22860,,9999998584,,,,,Un-Married,INDIAN,,,88884969,,Cse,Dr,,,,P-7099,Sbi,,,,123459526
F-02739,U-0496,C-22860,,9999998585,,,,,Un-Married,INDIAN,,,88884970,,IT,Dr,,,,P-7100,Pnb,,,,123459527
F-02740,U-0496,C-22860,,9999998586,,,,,Married,INDIAN,,,88884971,,IT,MS,,,,P-7101,Hdfc,,,,123459528
F-02741,U-0496,C-22860,,9999998587,,,,,Married,INDIAN,,,88884972,,CSE,MS,,,,P-7102,Sbi,,,,123459529
F-02742,U-0496,C-22860,,9999998588,,,,,Un-Married,INDIAN,,,88884973,,ECE,Dr,,,,P-7103,Uni,,,,123459530
F-02743,U-0496,C-22860,,9999998589,,,,,Married,INDIAN,,,88884974,,Cse,Bsc,,,,P-7104,Axis,,,,123459531
F-02744,U-0496,C-22860,,9999998590,,,,,Un-Married,INDIAN,,,88884975,,IT,MS,,,,P-7105,Icici,,,,123459532
F-02745,U-0496,C-22860,,9999998591,,,,,Un-Married,INDIAN,,,88884976,,Ece,Dr,,,,P-7106,Sbi,,,,123459533
F-02746,U-0496,C-22860,,9999998592,,,,,Married,INDIAN,,,88884977,,Ece,MS,,,,P-7107,Sbi,,,,123459534
F-02747,U-0496,C-22860,,9999998593,,,,,Married,INDIAN,,,88884978,,ME,Dr,,,,P-7108,Pnb,,,,123459535
F-02748,U-0496,C-22860,,9999998594,,,,,Married,INDIAN,,,88884979,,CE,Phd,,,,P-7109,Canara,,,,123459536
F-02749,U-0496,C-22860,,9999998595,,,,,Married,INDIAN,,,88884980,,ME,Phd,,,,P-7110,Sbi,,,,123459537
F-02750,U-0496,C-22860,,9999998596,,,,,Married,INDIAN,,,88884981,,CE,MS,,,,P-7111,Sbi,,,,123459538
F-02751,U-0496,C-22860,,9999998597,,,,,Married,INDIAN,,,88884982,,Cse,Dr,,,,P-7112,Canara,,,,123459539
F-02752,U-0496,C-22860,,9999998598,,,,,Married,INDIAN,,,88884983,,Cse,Dr,,,,P-7113,Sbi,,,,123459540
F-02753,U-0496,C-22860,,9999998599,,,,,Married,INDIAN,,,88884984,,IT,Dr,,,,P-7114,Hdfc,,,,123459541
F-02754,U-0123,C-7726,,9999998600,,,,,Married,INDIAN,,,88884985,,Ece,MS,,,,P-7115,Sbi,,,,123459542
F-02755,U-0123,C-7726,,9999998601,,,,,Un-Married,INDIAN,,,88884986,,Ece,MS,,,,P-7116,Axis,,,,123459543
F-02756,U-0123,C-7726,,9999998602,,,,,Married,INDIAN,,,88884987,,Cse,Dr,,,,P-7117,icici,,,,123459544
F-02757,U-0123,C-7726,,9999998603,,,,,Married,INDIAN,,,88884988,,Cse,Bsc,,,,P-7118,Uni,,,,123459545
F-02758,U-0123,C-7726,,9999998604,,,,,Married,INDIAN,,,88884989,,Me,MS,,,,P-7119,Boi,,,,123459546
F-02759,U-0123,C-7726,,9999998605,,,,,Married,INDIAN,,,88884990,,Ce,Dr,,,,P-7120,Sbi ,,,,123459547
F-02760,U-0123,C-7726,,9999998606,,,,,Un-Married,INDIAN,,,88884991,,IT,MS,,,,P-7121,Pnb,,,,123459548
F-02761,U-0123,C-7726,,9999998607,,,,,Un-Married,INDIAN,,,88884992,,Cse,Dr,,,,P-7122,Sbi,,,,123459549
F-02762,U-0123,C-7726,,9999998608,,,,,Married,INDIAN,,,88884993,,IT,Phd,,,,P-7123,Pnb,,,,123459550
F-02763,U-0123,C-7726,,9999998609,,,,,Married,INDIAN,,,88884994,,IT,Phd,,,,P-7124,Hdfc,,,,123459551
F-02764,U-0123,C-7726,,9999998610,,,,,Un-Married,INDIAN,,,88884995,,CSE,MS,,,,P-7125,Sbi,,,,123459552
F-02765,U-0123,C-7726,,9999998611,,,,,Married,INDIAN,,,88884996,,ECE,Dr,,,,P-7126,Uni,,,,123459553
F-02766,U-0123,C-7726,,9999998612,,,,,Un-Married,INDIAN,,,88884997,,Cse,Dr,,,,P-7127,Axis,,,,123459554
F-02767,U-0123,C-7726,,9999998613,,,,,Un-Married,INDIAN,,,88884998,,IT,Dr,,,,P-7128,Icici,,,,123459555
F-02768,U-0123,C-7726,,9999998614,,,,,Married,INDIAN,,,88884999,,Ece,MS,,,,P-7129,Sbi,,,,123459556
F-02769,U-0123,C-7726,,9999998615,,,,,Married,INDIAN,,,88885000,,Ece,MS,,,,P-7130,Sbi,,,,123459557
F-02770,U-0123,C-7726,,9999998616,,,,,Married,INDIAN,,,88885001,,ME,Dr,,,,P-7131,Pnb,,,,123459558
F-02771,U-0123,C-7726,,9999998617,,,,,Married,INDIAN,,,88885002,,CE,Bsc,,,,P-7132,Canara,,,,123459559
F-02772,U-0123,C-7726,,9999998618,,,,,Married,INDIAN,,,88885003,,ME,MS,,,,P-7133,Sbi,,,,123459560
F-02773,U-0123,C-7726,,9999998619,,,,,Married,INDIAN,,,88885004,,CE,Dr,,,,P-7134,Sbi,,,,123459561
F-02774,U-0123,C-7726,,9999998620,,,,,Married,INDIAN,,,88885005,,Cse,MS,,,,P-7135,Canara,,,,123459562
F-02775,U-0123,C-7726,,9999998621,,,,,Married,INDIAN,,,88885006,,Cse,Dr,,,,P-7136,Sbi,,,,123459563
F-02776,U-0123,C-7726,,9999998622,,,,,Married,INDIAN,,,88885007,,IT,Dr,,,,P-7137,Hdfc,,,,123459564
F-02777,U-0123,C-7726,,9999998623,,,,,Un-Married,INDIAN,,,88885008,,Ece,Dr,,,,P-7138,Sbi,,,,123459565
F-02778,U-0123,C-7726,,9999998624,,,,,Married,INDIAN,,,88885009,,Ece,MS,,,,P-7139,Axis,,,,123459566
F-02779,U-0123,C-7726,,9999998625,,,,,Married,INDIAN,,,88885010,,Cse,MS,,,,P-7140,icici,,,,123459567
F-02780,U-0123,C-7726,,9999998626,,,,,Married,INDIAN,,,88885011,,Cse,Dr,,,,P-7141,Uni,,,,123459568
F-02781,U-0123,C-7726,,9999998627,,,,,Married,INDIAN,,,88885012,,Me,Bsc,,,,P-7142,Boi,,,,123459569
F-02782,U-0123,C-7726,,9999998628,,,,,Un-Married,INDIAN,,,88885013,,Ce,MS,,,,P-7143,Sbi ,,,,123459570
F-02783,U-0123,C-7726,,9999998629,,,,,Un-Married,INDIAN,,,88885014,,IT,Dr,,,,P-7144,Pnb,,,,123459571
F-02784,U-0123,C-7726,,9999998630,,,,,Married,INDIAN,,,88885015,,Cse,MS,,,,P-7145,Sbi,,,,123459572
F-02785,U-0123,C-7726,,9999998631,,,,,Married,INDIAN,,,88885016,,IT,Dr,,,,P-7146,Pnb,,,,123459573
F-02786,U-0123,C-7726,,9999998632,,,,,Un-Married,INDIAN,,,88885017,,IT,Phd,,,,P-7147,Hdfc,,,,123459574
F-02787,U-0123,C-7728,,9999998633,,,,,Married,INDIAN,,,88885018,,CSE,Phd,,,,P-7148,Sbi,,,,123459575
F-02788,U-0123,C-7728,,9999998634,,,,,Un-Married,INDIAN,,,88885019,,ECE,MS,,,,P-7149,Uni,,,,123459576
F-02789,U-0123,C-7728,,9999998635,,,,,Un-Married,INDIAN,,,88885020,,Cse,Dr,,,,P-7150,Axis,,,,123459577
F-02790,U-0123,C-7728,,9999998636,,,,,Married,INDIAN,,,88885021,,IT,Dr,,,,P-7151,Icici,,,,123459578
F-02791,U-0123,C-7728,,9999998637,,,,,Married,INDIAN,,,88885022,,Ece,Dr,,,,P-7152,Sbi,,,,123459579
F-02792,U-0123,C-7728,,9999998638,,,,,Married,INDIAN,,,88885023,,Ece,MS,,,,P-7153,Sbi,,,,123459580
F-02793,U-0123,C-7728,,9999998639,,,,,Married,INDIAN,,,88885024,,ME,MS,,,,P-7154,Pnb,,,,123459581
F-02794,U-0123,C-7728,,9999998640,,,,,Married,INDIAN,,,88885025,,CE,Dr,,,,P-7155,Canara,,,,123459582
F-02795,U-0123,C-7728,,9999998641,,,,,Married,INDIAN,,,88885026,,ME,Bsc,,,,P-7156,Sbi,,,,123459583
F-02796,U-0123,C-7728,,9999998642,,,,,Married,INDIAN,,,88885027,,CE,MS,,,,P-7157,Sbi,,,,123459584
F-02797,U-0123,C-7728,,9999998643,,,,,Married,INDIAN,,,88885028,,Cse,Dr,,,,P-7158,Canara,,,,123459585
F-02798,U-0123,C-7728,,9999998644,,,,,Married,INDIAN,,,88885029,,Cse,MS,,,,P-7159,Sbi,,,,123459586
F-02799,U-0123,C-7728,,9999998645,,,,,Un-Married,INDIAN,,,88885030,,IT,Dr,,,,P-7160,Hdfc,,,,123459587
F-02800,U-0123,C-7728,,9999998646,,,,,Married,INDIAN,,,88885031,,Ece,Phd,,,,P-7161,Sbi,,,,123459588
F-02801,U-0123,C-7728,,9999998647,,,,,Married,INDIAN,,,88885032,,Ece,Phd,,,,P-7162,Axis,,,,123459589
F-02802,U-0123,C-7728,,9999998648,,,,,Married,INDIAN,,,88885033,,Cse,MS,,,,P-7163,icici,,,,123459590
F-02803,U-0123,C-7728,,9999998649,,,,,Married,INDIAN,,,88885034,,Cse,Dr,,,,P-7164,Uni,,,,123459591
F-02804,U-0123,C-7728,,9999998650,,,,,Un-Married,INDIAN,,,88885035,,Me,Dr,,,,P-7165,Boi,,,,123459592
F-02805,U-0123,C-7728,,9999998651,,,,,Un-Married,INDIAN,,,88885036,,Ce,Dr,,,,P-7166,Sbi ,,,,123459593
F-02806,U-0123,C-7728,,9999998652,,,,,Married,INDIAN,,,88885037,,IT,MS,,,,P-7167,Pnb,,,,123459594
F-02807,U-0123,C-7728,,9999998653,,,,,Married,INDIAN,,,88885038,,Cse,MS,,,,P-7168,Sbi,,,,123459595
F-02808,U-0123,C-7728,,9999998654,,,,,Un-Married,INDIAN,,,88885039,,IT,Dr,,,,P-7169,Pnb,,,,123459596
F-02809,U-0123,C-7728,,9999998655,,,,,Married,INDIAN,,,88885040,,IT,Bsc,,,,P-7170,Hdfc,,,,123459597
F-02810,U-0123,C-7728,,9999998656,,,,,Un-Married,INDIAN,,,88885041,,CSE,MS,,,,P-7171,Sbi,,,,123459598
F-02811,U-0123,C-7728,,9999998657,,,,,Un-Married,INDIAN,,,88885042,,ECE,Dr,,,,P-7172,Uni,,,,123459599
F-02812,U-0123,C-7728,,9999998658,,,,,Married,INDIAN,,,88885043,,Cse,MS,,,,P-7173,Axis,,,,123459600
F-02813,U-0123,C-7728,,9999998659,,,,,Married,INDIAN,,,88885044,,IT,Dr,,,,P-7174,Icici,,,,123459601
F-02814,U-0123,C-7728,,9999998660,,,,,Married,INDIAN,,,88885045,,Ece,Dr,,,,P-7175,Sbi,,,,123459602
F-02815,U-0123,C-7728,,9999998661,,,,,Married,INDIAN,,,88885046,,Ece,Dr,,,,P-7176,Sbi,,,,123459603
F-02816,U-0123,C-7728,,9999998662,,,,,Married,INDIAN,,,88885047,,ME,MS,,,,P-7177,Pnb,,,,123459604
F-02817,U-0123,C-7728,,9999998663,,,,,Married,INDIAN,,,88885048,,CE,MS,,,,P-7178,Canara,,,,123459605
F-02818,U-0123,C-7728,,9999998664,,,,,Married,INDIAN,,,88885049,,ME,Dr,,,,P-7179,Sbi,,,,123459606
F-02819,U-0123,C-7728,,9999998665,,,,,Married,INDIAN,,,88885050,,CE,Bsc,,,,P-7180,Sbi,,,,123459607
F-02820,U-0123,C-7728,,9999998666,,,,,Married,INDIAN,,,88885051,,Cse,MS,,,,P-7181,Canara,,,,123459608
F-02821,U-0123,C-7728,,9999998667,,,,,Un-Married,INDIAN,,,88885052,,Cse,Dr,,,,P-7182,Sbi,,,,123459609
F-02822,U-0123,C-7728,,9999998668,,,,,Married,INDIAN,,,88885053,,IT,MS,,,,P-7183,Hdfc,,,,123459610
F-02823,U-0123,C-7728,,9999998669,,,,,Married,INDIAN,,,88885054,,Ece,Dr,,,,P-7184,Sbi,,,,123459611
F-02824,U-0123,C-7728,,9999998670,,,,,Married,INDIAN,,,88885055,,Ece,Phd,,,,P-7185,Axis,,,,123459612
F-02825,U-0123,C-7728,,9999998671,,,,,Married,INDIAN,,,88885056,,Cse,Phd,,,,P-7186,icici,,,,123459613
F-02826,U-0123,C-7728,,9999998672,,,,,Un-Married,INDIAN,,,88885057,,Cse,MS,,,,P-7187,Uni,,,,123459614
F-02827,U-0123,C-7728,,9999998673,,,,,Un-Married,INDIAN,,,88885058,,Me,Dr,,,,P-7188,Boi,,,,123459615
F-02828,U-0123,C-7728,,9999998674,,,,,Married,INDIAN,,,88885059,,Ce,Dr,,,,P-7189,Sbi ,,,,123459616
F-02829,U-0123,C-7728,,9999998675,,,,,Married,INDIAN,,,88885060,,IT,Dr,,,,P-7190,Pnb,,,,123459617
F-02830,U-0123,C-7728,,9999998676,,,,,Un-Married,INDIAN,,,88885061,,Cse,MS,,,,P-7191,Sbi,,,,123459618
F-02831,U-0123,C-7728,,9999998677,,,,,Married,INDIAN,,,88885062,,IT,MS,,,,P-7192,Pnb,,,,123459619
F-02832,U-0123,C-7728,,9999998678,,,,,Un-Married,INDIAN,,,88885063,,IT,Dr,,,,P-7193,Hdfc,,,,123459620
F-02833,U-0123,C-7728,,9999998679,,,,,Un-Married,INDIAN,,,88885064,,CSE,Bsc,,,,P-7194,Sbi,,,,123459621
F-02834,U-0123,C-7728,,9999998680,,,,,Married,INDIAN,,,88885065,,ECE,MS,,,,P-7195,Uni,,,,123459622
F-02835,U-0123,C-7728,,9999998681,,,,,Married,INDIAN,,,88885066,,Cse,Dr,,,,P-7196,Axis,,,,123459623
F-02836,U-0123,C-7728,,9999998682,,,,,Married,INDIAN,,,88885067,,IT,MS,,,,P-7197,Icici,,,,123459624
F-02837,U-0123,C-7728,,9999998683,,,,,Married,INDIAN,,,88885068,,Ece,Dr,,,,P-7198,Sbi,,,,123459625
F-02838,U-0123,C-7728,,9999998684,,,,,Married,INDIAN,,,88885069,,Ece,Phd,,,,P-7199,Sbi,,,,123459626
F-02839,U-0123,C-7728,,9999998685,,,,,Married,INDIAN,,,88885070,,ME,Phd,,,,P-7200,Pnb,,,,123459627
F-02840,U-0123,C-7728,,9999998686,,,,,Married,INDIAN,,,88885071,,CE,MS,,,,P-7201,Canara,,,,123459628
F-02841,U-0123,C-7728,,9999998687,,,,,Married,INDIAN,,,88885072,,ME,Dr,,,,P-7202,Sbi,,,,123459629
F-02842,U-0123,C-7728,,9999998688,,,,,Married,INDIAN,,,88885073,,CE,Dr,,,,P-7203,Sbi,,,,123459630
