Faculty ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Full Name,Email,Login ID ,Password,Is Aadhaar Verified?,Are Bank Details Verified?,Is PAN Verified?
F-02300,U-0122,C-47508,,,F-02300,password,No,No,No
F-02301,U-0122,C-47508,,,F-02301,password,Yes,Yes,Yes
F-02302,U-0122,C-47508,,,F-02302,password,Yes,Yes,Yes
F-02303,U-0122,C-47508,,,F-02303,password,Yes,Yes,Yes
F-02304,U-0122,C-47508,,,F-02304,password,No,No,No
F-02305,U-0122,C-47508,,,F-02305,password,Yes,Yes,Yes
F-02306,U-0122,C-47508,,,F-02306,password,Yes,Yes,Yes
F-02307,U-0122,C-47509,,,F-02307,password,Yes,Yes,Yes
F-02308,U-0122,C-47509,,,F-02308,password,No,No,No
F-02309,U-0122,C-47509,,,F-02309,password,Yes,Yes,Yes
F-02310,U-0122,C-47509,,,F-02310,password,No,No,No
F-02311,U-0122,C-47509,,,F-02311,password,Yes,Yes,Yes
F-02312,U-0122,C-47509,,,F-02312,password,Yes,Yes,Yes
F-02313,U-0122,C-47509,,,F-02313,password,No,No,No
F-02314,U-0122,C-47509,,,F-02314,password,No,No,No
F-02315,U-0122,C-47509,,,F-02315,password,Yes,Yes,Yes
F-02316,U-0122,C-47509,,,F-02316,password,No,No,No
F-02317,U-0122,C-47509,,,F-02317,password,Yes,Yes,Yes
F-02318,U-0122,C-47509,,,F-02318,password,No,No,No
F-02319,U-0122,C-47509,,,F-02319,password,Yes,Yes,Yes
F-02320,U-0122,C-47509,,,F-02320,password,Yes,Yes,Yes
F-02321,U-0122,C-47509,,,F-02321,password,Yes,Yes,Yes
F-02322,U-0122,C-47509,,,F-02322,password,No,No,No
F-02323,U-0122,C-47509,,,F-02323,password,Yes,Yes,Yes
F-02324,U-0122,C-47509,,,F-02324,password,Yes,Yes,Yes
F-02325,U-0122,C-47509,,,F-02325,password,Yes,Yes,Yes
F-02326,U-0122,C-47509,,,F-02326,password,No,No,No
F-02327,U-0122,C-47509,,,F-02327,password,Yes,Yes,Yes
F-02328,U-0122,C-47509,,,F-02328,password,No,No,No
F-02329,U-0122,C-47509,,,F-02329,password,Yes,Yes,Yes
F-02330,U-0122,C-47509,,,F-02330,password,Yes,Yes,Yes
F-02331,U-0122,C-47509,,,F-02331,password,No,No,No
F-02332,U-0122,C-47509,,,F-02332,password,No,No,No
F-02333,U-0122,C-47509,,,F-02333,password,Yes,Yes,Yes
F-02334,U-0122,C-47509,,,F-02334,password,No,No,No
F-02335,U-0122,C-47509,,,F-02335,password,Yes,Yes,Yes
F-02336,U-0122,C-47509,,,F-02336,password,No,No,No
F-02337,U-0122,C-47509,,,F-02337,password,Yes,Yes,Yes
F-02338,U-0122,C-47509,,,F-02338,password,Yes,Yes,Yes
F-02339,U-0122,C-47509,,,F-02339,password,Yes,Yes,Yes
F-02340,U-0122,C-47509,,,F-02340,password,No,No,No
F-02341,U-0122,C-47509,,,F-02341,password,Yes,Yes,Yes
F-02342,U-0122,C-47509,,,F-02342,password,Yes,Yes,Yes
F-02343,U-0122,C-47509,,,F-02343,password,Yes,Yes,Yes
F-02344,U-0122,C-47509,,,F-02344,password,No,No,No
F-02345,U-0122,C-47509,,,F-02345,password,Yes,Yes,Yes
F-02346,U-0122,C-47509,,,F-02346,password,No,No,No
F-02347,U-0122,C-47509,,,F-02347,password,Yes,Yes,Yes
F-02348,U-0122,C-47509,,,F-02348,password,Yes,Yes,Yes
F-02349,U-0122,C-47509,,,F-02349,password,No,No,No
F-02350,U-0122,C-47509,,,F-02350,password,No,No,No
F-02351,U-0122,C-47509,,,F-02351,password,Yes,Yes,Yes
F-02352,U-0122,C-47509,,,F-02352,password,No,No,No
F-02353,U-0122,C-47509,,,F-02353,password,Yes,Yes,Yes
F-02354,U-0122,C-47509,,,F-02354,password,No,No,No
F-02355,U-0122,C-47509,,,F-02355,password,Yes,Yes,Yes
F-02356,U-0122,C-47509,,,F-02356,password,Yes,Yes,Yes
F-02357,U-0122,C-47509,,,F-02357,password,Yes,Yes,Yes
F-02358,U-0122,C-47509,,,F-02358,password,No,No,No
F-02359,U-0122,C-47509,,,F-02359,password,Yes,Yes,Yes
F-02360,U-0122,C-47509,,,F-02360,password,Yes,Yes,Yes
F-02361,U-0122,C-47509,,,F-02361,password,Yes,Yes,Yes
F-02362,U-0122,C-47509,,,F-02362,password,No,No,No
F-02363,U-0122,C-47509,,,F-02363,password,Yes,Yes,Yes
F-02364,U-0122,C-47509,,,F-02364,password,No,No,No
F-02365,U-0122,C-47509,,,F-02365,password,Yes,Yes,Yes
F-02366,U-0122,C-47509,,,F-02366,password,Yes,Yes,Yes
F-02367,U-0122,C-47509,,,F-02367,password,No,No,No
F-02368,U-0122,C-47509,,,F-02368,password,No,No,No
F-02369,U-0122,C-47509,,,F-02369,password,Yes,Yes,Yes
F-02370,U-0122,C-47509,,,F-02370,password,No,No,No
F-02371,U-0122,C-47509,,,F-02371,password,Yes,Yes,Yes
F-02372,U-0122,C-47509,,,F-02372,password,No,No,No
F-02373,U-0122,C-47509,,,F-02373,password,Yes,Yes,Yes
F-02374,U-0122,C-47509,,,F-02374,password,Yes,Yes,Yes
F-02375,U-0122,C-47509,,,F-02375,password,Yes,Yes,Yes
F-02376,U-0122,C-47509,,,F-02376,password,No,No,No
F-02377,U-0122,C-47509,,,F-02377,password,Yes,Yes,Yes
F-02378,U-0122,C-47509,,,F-02378,password,Yes,Yes,Yes
F-02379,U-0122,C-47509,,,F-02379,password,Yes,Yes,Yes
F-02380,U-0122,C-47509,,,F-02380,password,No,No,No
F-02381,U-0122,C-47509,,,F-02381,password,Yes,Yes,Yes
F-02382,U-0122,C-47509,,,F-02382,password,No,No,No
F-02383,U-0122,C-47509,,,F-02383,password,Yes,Yes,Yes
F-02384,U-0122,C-47509,,,F-02384,password,Yes,Yes,Yes
F-02385,U-0122,C-47509,,,F-02385,password,No,No,No
F-02386,U-0122,C-47509,,,F-02386,password,No,No,No
F-02387,U-0122,C-47509,,,F-02387,password,Yes,Yes,Yes
F-02388,U-0122,C-47509,,,F-02388,password,No,No,No
F-02389,U-0122,C-47509,,,F-02389,password,Yes,Yes,Yes
F-02390,U-0122,C-47509,,,F-02390,password,No,No,No
F-02391,U-0122,C-47509,,,F-02391,password,Yes,Yes,Yes
F-02392,U-0122,C-47509,,,F-02392,password,Yes,Yes,Yes
F-02393,U-0122,C-47509,,,F-02393,password,Yes,Yes,Yes
F-02394,U-0122,C-47509,,,F-02394,password,No,No,No
F-02395,U-0122,C-47509,,,F-02395,password,Yes,Yes,Yes
F-02396,U-0122,C-47509,,,F-02396,password,Yes,Yes,Yes
F-02397,U-0122,C-47509,,,F-02397,password,Yes,Yes,Yes
F-02398,U-0122,C-47509,,,F-02398,password,No,No,No
F-02399,U-0122,C-47509,,,F-02399,password,Yes,Yes,Yes
F-02400,U-0122,C-47509,,,F-02400,password,No,No,No
F-02401,U-0122,C-47509,,,F-02401,password,Yes,Yes,Yes
F-02402,U-0122,C-47509,,,F-02402,password,Yes,Yes,Yes
F-02403,U-0122,C-47509,,,F-02403,password,No,No,No
F-02404,U-0122,C-47509,,,F-02404,password,No,No,No
F-02405,U-0122,C-47509,,,F-02405,password,Yes,Yes,Yes
F-02406,U-0122,C-47509,,,F-02406,password,No,No,No
F-02407,U-0122,C-47509,,,F-02407,password,Yes,Yes,Yes
F-02408,U-0122,C-47509,,,F-02408,password,No,No,No
F-02409,U-0122,C-47509,,,F-02409,password,Yes,Yes,Yes
F-02410,U-0435,C-28532,,,F-02410,password,Yes,Yes,Yes
F-02411,U-0435,C-28532,,,F-02411,password,Yes,Yes,Yes
F-02412,U-0435,C-28532,,,F-02412,password,No,No,No
F-02413,U-0435,C-28532,,,F-02413,password,Yes,Yes,Yes
F-02414,U-0435,C-28532,,,F-02414,password,Yes,Yes,Yes
F-02415,U-0435,C-28532,,,F-02415,password,Yes,Yes,Yes
F-02416,U-0435,C-28532,,,F-02416,password,No,No,No
F-02417,U-0435,C-28532,,,F-02417,password,Yes,Yes,Yes
F-02418,U-0435,C-28532,,,F-02418,password,No,No,No
F-02419,U-0435,C-28532,,,F-02419,password,Yes,Yes,Yes
F-02420,U-0435,C-28532,,,F-02420,password,Yes,Yes,Yes
F-02421,U-0435,C-28532,,,F-02421,password,No,No,No
F-02422,U-0435,C-28532,,,F-02422,password,No,No,No
F-02423,U-0435,C-28532,,,F-02423,password,Yes,Yes,Yes
F-02424,U-0435,C-28532,,,F-02424,password,No,No,No
F-02425,U-0435,C-28532,,,F-02425,password,Yes,Yes,Yes
F-02426,U-0435,C-28532,,,F-02426,password,No,No,No
F-02427,U-0435,C-28532,,,F-02427,password,Yes,Yes,Yes
F-02428,U-0435,C-28532,,,F-02428,password,Yes,Yes,Yes
F-02429,U-0435,C-28532,,,F-02429,password,Yes,Yes,Yes
F-02430,U-0435,C-28532,,,F-02430,password,No,No,No
F-02431,U-0435,C-28532,,,F-02431,password,Yes,Yes,Yes
F-02432,U-0435,C-28532,,,F-02432,password,Yes,Yes,Yes
F-02433,U-0435,C-28532,,,F-02433,password,Yes,Yes,Yes
F-02434,U-0435,C-28532,,,F-02434,password,No,No,No
F-02435,U-0435,C-28532,,,F-02435,password,Yes,Yes,Yes
F-02436,U-0435,C-28532,,,F-02436,password,No,No,No
F-02437,U-0435,C-28532,,,F-02437,password,Yes,Yes,Yes
F-02438,U-0435,C-28532,,,F-02438,password,Yes,Yes,Yes
F-02439,U-0435,C-28532,,,F-02439,password,No,No,No
F-02440,U-0435,C-28532,,,F-02440,password,No,No,No
F-02441,U-0435,C-28532,,,F-02441,password,Yes,Yes,Yes
F-02442,U-0435,C-28532,,,F-02442,password,No,No,No
F-02443,U-0435,C-28532,,,F-02443,password,Yes,Yes,Yes
F-02444,U-0257,C-11253,,,F-02444,password,No,No,No
F-02445,U-0257,C-11253,,,F-02445,password,Yes,Yes,Yes
F-02446,U-0257,C-11253,,,F-02446,password,Yes,Yes,Yes
F-02447,U-0257,C-11253,,,F-02447,password,Yes,Yes,Yes
F-02448,U-0257,C-11253,,,F-02448,password,No,No,No
F-02449,U-0257,C-11253,,,F-02449,password,Yes,Yes,Yes
F-02450,U-0257,C-11253,,,F-02450,password,Yes,Yes,Yes
F-02451,U-0257,C-11253,,,F-02451,password,Yes,Yes,Yes
F-02452,U-0257,C-11253,,,F-02452,password,No,No,No
F-02453,U-0257,C-11253,,,F-02453,password,Yes,Yes,Yes
F-02454,U-0257,C-11253,,,F-02454,password,No,No,No
F-02455,U-0257,C-11253,,,F-02455,password,Yes,Yes,Yes
F-02456,U-0257,C-11253,,,F-02456,password,Yes,Yes,Yes
F-02457,U-0257,C-11253,,,F-02457,password,No,No,No
F-02458,U-0257,C-11253,,,F-02458,password,No,No,No
F-02459,U-0257,C-11253,,,F-02459,password,Yes,Yes,Yes
F-02460,U-0257,C-11253,,,F-02460,password,No,No,No
F-02461,U-0257,C-11253,,,F-02461,password,Yes,Yes,Yes
F-02462,U-0257,C-11253,,,F-02462,password,No,No,No
F-02463,U-0257,C-11253,,,F-02463,password,Yes,Yes,Yes
F-02464,U-0257,C-11253,,,F-02464,password,Yes,Yes,Yes
F-02465,U-0257,C-11253,,,F-02465,password,Yes,Yes,Yes
F-02466,U-0257,C-11253,,,F-02466,password,No,No,No
F-02467,U-0257,C-11253,,,F-02467,password,Yes,Yes,Yes
F-02468,U-0257,C-11253,,,F-02468,password,Yes,Yes,Yes
F-02469,U-0257,C-11253,,,F-02469,password,Yes,Yes,Yes
F-02470,U-0257,C-11253,,,F-02470,password,No,No,No
F-02471,U-0257,C-11253,,,F-02471,password,Yes,Yes,Yes
F-02472,U-0257,C-11253,,,F-02472,password,No,No,No
F-02473,U-0257,C-11253,,,F-02473,password,Yes,Yes,Yes
F-02474,U-0257,C-11253,,,F-02474,password,Yes,Yes,Yes
F-02475,U-0257,C-11253,,,F-02475,password,No,No,No
F-02476,U-0257,C-11253,,,F-02476,password,No,No,No
F-02477,U-0257,C-11253,,,F-02477,password,Yes,Yes,Yes
F-02478,U-0257,C-11253,,,F-02478,password,No,No,No
F-02479,U-0257,C-11253,,,F-02479,password,Yes,Yes,Yes
F-02480,U-0257,C-11253,,,F-02480,password,No,No,No
F-02481,U-0257,C-11253,,,F-02481,password,Yes,Yes,Yes
F-02482,U-0257,C-11253,,,F-02482,password,Yes,Yes,Yes
F-02483,U-0257,C-11253,,,F-02483,password,Yes,Yes,Yes
F-02484,U-0257,C-11253,,,F-02484,password,No,No,No
F-02485,U-0257,C-11253,,,F-02485,password,Yes,Yes,Yes
F-02486,U-0257,C-11253,,,F-02486,password,Yes,Yes,Yes
F-02487,U-0257,C-11253,,,F-02487,password,Yes,Yes,Yes
F-02488,U-0257,C-11253,,,F-02488,password,No,No,No
F-02489,U-0257,C-11253,,,F-02489,password,Yes,Yes,Yes
F-02490,U-0257,C-11253,,,F-02490,password,No,No,No
F-02491,U-0257,C-11253,,,F-02491,password,Yes,Yes,Yes
F-02492,U-0257,C-11253,,,F-02492,password,Yes,Yes,Yes
F-02493,U-0257,C-11253,,,F-02493,password,No,No,No
F-02494,U-0257,C-11253,,,F-02494,password,No,No,No
F-02495,U-0257,C-11253,,,F-02495,password,Yes,Yes,Yes
F-02496,U-0257,C-11253,,,F-02496,password,No,No,No
F-02497,U-0257,C-11253,,,F-02497,password,Yes,Yes,Yes
F-02498,U-0257,C-11253,,,F-02498,password,No,No,No
F-02499,U-0257,C-11253,,,F-02499,password,Yes,Yes,Yes
F-02500,U-0257,C-11253,,,F-02500,password,Yes,Yes,Yes
F-02501,U-0257,C-11253,,,F-02501,password,Yes,Yes,Yes
F-02502,U-0257,C-11253,,,F-02502,password,No,No,No
F-02503,U-0257,C-11253,,,F-02503,password,Yes,Yes,Yes
F-02504,U-0257,C-11253,,,F-02504,password,Yes,Yes,Yes
F-02505,U-0257,C-11253,,,F-02505,password,Yes,Yes,Yes
F-02506,U-0257,C-11253,,,F-02506,password,No,No,No
F-02507,U-0257,C-11253,,,F-02507,password,Yes,Yes,Yes
F-02508,U-0257,C-11253,,,F-02508,password,No,No,No
F-02509,U-0257,C-11253,,,F-02509,password,Yes,Yes,Yes
F-02510,U-0257,C-11253,,,F-02510,password,Yes,Yes,Yes
F-02511,U-0257,C-11253,,,F-02511,password,No,No,No
F-02512,U-0257,C-11253,,,F-02512,password,No,No,No
F-02513,U-0257,C-11253,,,F-02513,password,Yes,Yes,Yes
F-02514,U-0257,C-11253,,,F-02514,password,No,No,No
F-02515,U-0257,C-11253,,,F-02515,password,Yes,Yes,Yes
F-02516,U-0257,C-11253,,,F-02516,password,No,No,No
F-02517,U-0257,C-11253,,,F-02517,password,Yes,Yes,Yes
F-02518,U-0257,C-11253,,,F-02518,password,Yes,Yes,Yes
F-02519,U-0257,C-11253,,,F-02519,password,Yes,Yes,Yes
F-02520,U-0257,C-11253,,,F-02520,password,No,No,No
F-02521,U-0257,C-11253,,,F-02521,password,Yes,Yes,Yes
F-02522,U-0257,C-11253,,,F-02522,password,Yes,Yes,Yes
F-02523,U-0257,C-11253,,,F-02523,password,Yes,Yes,Yes
F-02524,U-0257,C-11253,,,F-02524,password,No,No,No
F-02525,U-0257,C-11253,,,F-02525,password,Yes,Yes,Yes
F-02526,U-0257,C-11253,,,F-02526,password,No,No,No
F-02527,U-0257,C-11253,,,F-02527,password,Yes,Yes,Yes
F-02528,U-0257,C-11253,,,F-02528,password,Yes,Yes,Yes
F-02529,U-0257,C-11253,,,F-02529,password,No,No,No
F-02530,U-0257,C-11253,,,F-02530,password,No,No,No
F-02531,U-0257,C-11253,,,F-02531,password,Yes,Yes,Yes
F-02532,U-0257,C-11253,,,F-02532,password,No,No,No
F-02533,U-0257,C-11253,,,F-02533,password,Yes,Yes,Yes
F-02534,U-0257,C-11253,,,F-02534,password,No,No,No
F-02535,U-0257,C-11253,,,F-02535,password,Yes,Yes,Yes
F-02536,U-0257,C-11253,,,F-02536,password,Yes,Yes,Yes
F-02537,U-0257,C-11253,,,F-02537,password,Yes,Yes,Yes
F-02538,U-0257,C-11253,,,F-02538,password,No,No,No
F-02539,U-0257,C-11253,,,F-02539,password,Yes,Yes,Yes
F-02540,U-0257,C-11253,,,F-02540,password,Yes,Yes,Yes
F-02541,U-0257,C-11253,,,F-02541,password,Yes,Yes,Yes
F-02542,U-0257,C-11253,,,F-02542,password,No,No,No
F-02543,U-0257,C-11253,,,F-02543,password,Yes,Yes,Yes
F-02544,U-0257,C-11253,,,F-02544,password,No,No,No
F-02545,U-0257,C-11253,,,F-02545,password,Yes,Yes,Yes
F-02546,U-0257,C-11253,,,F-02546,password,Yes,Yes,Yes
F-02547,U-0257,C-11253,,,F-02547,password,No,No,No
F-02548,U-0257,C-11253,,,F-02548,password,No,No,No
F-02549,U-0257,C-11253,,,F-02549,password,Yes,Yes,Yes
F-02550,U-0257,C-11253,,,F-02550,password,No,No,No
F-02551,U-0257,C-11253,,,F-02551,password,Yes,Yes,Yes
F-02552,U-0257,C-11253,,,F-02552,password,No,No,No
F-02553,U-0257,C-11253,,,F-02553,password,Yes,Yes,Yes
F-02554,U-0257,C-11253,,,F-02554,password,Yes,Yes,Yes
F-02555,U-0257,C-11253,,,F-02555,password,Yes,Yes,Yes
F-02556,U-0257,C-11253,,,F-02556,password,No,No,No
F-02557,U-0257,C-11253,,,F-02557,password,Yes,Yes,Yes
F-02558,U-0257,C-11253,,,F-02558,password,Yes,Yes,Yes
F-02559,U-0257,C-11253,,,F-02559,password,Yes,Yes,Yes
F-02560,U-0257,C-11253,,,F-02560,password,No,No,No
F-02561,U-0257,C-11253,,,F-02561,password,Yes,Yes,Yes
F-02562,U-0257,C-11253,,,F-02562,password,No,No,No
F-02563,U-0257,C-11253,,,F-02563,password,Yes,Yes,Yes
F-02564,U-0257,C-11253,,,F-02564,password,Yes,Yes,Yes
F-02565,U-0257,C-11253,,,F-02565,password,No,No,No
F-02566,U-0496,C-22861,,,F-02566,password,No,No,No
F-02567,U-0496,C-22861,,,F-02567,password,Yes,Yes,Yes
F-02568,U-0496,C-22861,,,F-02568,password,No,No,No
F-02569,U-0496,C-22861,,,F-02569,password,Yes,Yes,Yes
F-02570,U-0496,C-22861,,,F-02570,password,No,No,No
F-02571,U-0496,C-22861,,,F-02571,password,Yes,Yes,Yes
F-02572,U-0496,C-22861,,,F-02572,password,Yes,Yes,Yes
F-02573,U-0496,C-22861,,,F-02573,password,Yes,Yes,Yes
F-02574,U-0496,C-22861,,,F-02574,password,No,No,No
F-02575,U-0496,C-22861,,,F-02575,password,Yes,Yes,Yes
F-02576,U-0496,C-22861,,,F-02576,password,Yes,Yes,Yes
F-02577,U-0496,C-22861,,,F-02577,password,Yes,Yes,Yes
F-02578,U-0496,C-22861,,,F-02578,password,No,No,No
F-02579,U-0496,C-22861,,,F-02579,password,Yes,Yes,Yes
F-02580,U-0496,C-22861,,,F-02580,password,No,No,No
F-02581,U-0496,C-22861,,,F-02581,password,Yes,Yes,Yes
F-02582,U-0496,C-22861,,,F-02582,password,Yes,Yes,Yes
F-02583,U-0496,C-22861,,,F-02583,password,No,No,No
F-02584,U-0496,C-22861,,,F-02584,password,No,No,No
F-02585,U-0496,C-22861,,,F-02585,password,Yes,Yes,Yes
F-02586,U-0496,C-22861,,,F-02586,password,No,No,No
F-02587,U-0496,C-22861,,,F-02587,password,Yes,Yes,Yes
F-02588,U-0496,C-22861,,,F-02588,password,No,No,No
F-02589,U-0496,C-22861,,,F-02589,password,Yes,Yes,Yes
F-02590,U-0496,C-22861,,,F-02590,password,Yes,Yes,Yes
F-02591,U-0496,C-22861,,,F-02591,password,Yes,Yes,Yes
F-02592,U-0496,C-22861,,,F-02592,password,No,No,No
F-02593,U-0496,C-22861,,,F-02593,password,Yes,Yes,Yes
F-02594,U-0496,C-22861,,,F-02594,password,Yes,Yes,Yes
F-02595,U-0496,C-22861,,,F-02595,password,Yes,Yes,Yes
F-02596,U-0496,C-22861,,,F-02596,password,No,No,No
F-02597,U-0496,C-22861,,,F-02597,password,Yes,Yes,Yes
F-02598,U-0496,C-22861,,,F-02598,password,No,No,No
F-02599,U-0496,C-22861,,,F-02599,password,Yes,Yes,Yes
F-02600,U-0496,C-22859,,,F-02600,password,Yes,Yes,Yes
F-02601,U-0496,C-22859,,,F-02601,password,No,No,No
F-02602,U-0496,C-22859,,,F-02602,password,No,No,No
F-02603,U-0496,C-22859,,,F-02603,password,Yes,Yes,Yes
F-02604,U-0496,C-22859,,,F-02604,password,No,No,No
F-02605,U-0496,C-22859,,,F-02605,password,Yes,Yes,Yes
F-02606,U-0496,C-22859,,,F-02606,password,No,No,No
F-02607,U-0496,C-22859,,,F-02607,password,Yes,Yes,Yes
F-02608,U-0496,C-22859,,,F-02608,password,Yes,Yes,Yes
F-02609,U-0496,C-22859,,,F-02609,password,Yes,Yes,Yes
F-02610,U-0496,C-22859,,,F-02610,password,No,No,No
F-02611,U-0496,C-22859,,,F-02611,password,Yes,Yes,Yes
F-02612,U-0496,C-22859,,,F-02612,password,Yes,Yes,Yes
F-02613,U-0496,C-22859,,,F-02613,password,Yes,Yes,Yes
F-02614,U-0496,C-22859,,,F-02614,password,No,No,No
F-02615,U-0496,C-22859,,,F-02615,password,Yes,Yes,Yes
F-02616,U-0496,C-22859,,,F-02616,password,No,No,No
F-02617,U-0496,C-22859,,,F-02617,password,Yes,Yes,Yes
F-02618,U-0496,C-22859,,,F-02618,password,Yes,Yes,Yes
F-02619,U-0496,C-22859,,,F-02619,password,No,No,No
F-02620,U-0496,C-22859,,,F-02620,password,No,No,No
F-02621,U-0496,C-22859,,,F-02621,password,Yes,Yes,Yes
F-02622,U-0496,C-22859,,,F-02622,password,No,No,No
F-02623,U-0496,C-22859,,,F-02623,password,Yes,Yes,Yes
F-02624,U-0496,C-22859,,,F-02624,password,No,No,No
F-02625,U-0496,C-22859,,,F-02625,password,Yes,Yes,Yes
F-02626,U-0496,C-22859,,,F-02626,password,Yes,Yes,Yes
F-02627,U-0496,C-22859,,,F-02627,password,Yes,Yes,Yes
F-02628,U-0496,C-22859,,,F-02628,password,No,No,No
F-02629,U-0496,C-22859,,,F-02629,password,Yes,Yes,Yes
F-02630,U-0496,C-22859,,,F-02630,password,Yes,Yes,Yes
F-02631,U-0496,C-22859,,,F-02631,password,Yes,Yes,Yes
F-02632,U-0496,C-22859,,,F-02632,password,No,No,No
F-02633,U-0496,C-22859,,,F-02633,password,Yes,Yes,Yes
F-02634,U-0496,C-22859,,,F-02634,password,No,No,No
F-02635,U-0496,C-22859,,,F-02635,password,Yes,Yes,Yes
F-02636,U-0496,C-22859,,,F-02636,password,Yes,Yes,Yes
F-02637,U-0496,C-22859,,,F-02637,password,No,No,No
F-02638,U-0496,C-22859,,,F-02638,password,No,No,No
F-02639,U-0496,C-22859,,,F-02639,password,Yes,Yes,Yes
F-02640,U-0496,C-22859,,,F-02640,password,No,No,No
F-02641,U-0496,C-22859,,,F-02641,password,Yes,Yes,Yes
F-02642,U-0496,C-22859,,,F-02642,password,No,No,No
F-02643,U-0496,C-22859,,,F-02643,password,Yes,Yes,Yes
F-02644,U-0496,C-22859,,,F-02644,password,Yes,Yes,Yes
F-02645,U-0496,C-22859,,,F-02645,password,Yes,Yes,Yes
F-02646,U-0496,C-22859,,,F-02646,password,No,No,No
F-02647,U-0496,C-22859,,,F-02647,password,Yes,Yes,Yes
F-02648,U-0496,C-22859,,,F-02648,password,Yes,Yes,Yes
F-02649,U-0496,C-22859,,,F-02649,password,Yes,Yes,Yes
F-02650,U-0496,C-22859,,,F-02650,password,No,No,No
F-02651,U-0496,C-22859,,,F-02651,password,Yes,Yes,Yes
F-02652,U-0496,C-22859,,,F-02652,password,No,No,No
F-02653,U-0496,C-22859,,,F-02653,password,Yes,Yes,Yes
F-02654,U-0496,C-22859,,,F-02654,password,Yes,Yes,Yes
F-02655,U-0496,C-22859,,,F-02655,password,No,No,No
F-02656,U-0496,C-22859,,,F-02656,password,No,No,No
F-02657,U-0496,C-22860,,,F-02657,password,Yes,Yes,Yes
F-02658,U-0496,C-22860,,,F-02658,password,No,No,No
F-02659,U-0496,C-22860,,,F-02659,password,Yes,Yes,Yes
F-02660,U-0496,C-22860,,,F-02660,password,No,No,No
F-02661,U-0496,C-22860,,,F-02661,password,Yes,Yes,Yes
F-02662,U-0496,C-22860,,,F-02662,password,Yes,Yes,Yes
F-02663,U-0496,C-22860,,,F-02663,password,Yes,Yes,Yes
F-02664,U-0496,C-22860,,,F-02664,password,No,No,No
F-02665,U-0496,C-22860,,,F-02665,password,Yes,Yes,Yes
F-02666,U-0496,C-22860,,,F-02666,password,Yes,Yes,Yes
F-02667,U-0496,C-22860,,,F-02667,password,Yes,Yes,Yes
F-02668,U-0496,C-22860,,,F-02668,password,No,No,No
F-02669,U-0496,C-22860,,,F-02669,password,Yes,Yes,Yes
F-02670,U-0496,C-22860,,,F-02670,password,No,No,No
F-02671,U-0496,C-22860,,,F-02671,password,Yes,Yes,Yes
F-02672,U-0496,C-22860,,,F-02672,password,Yes,Yes,Yes
F-02673,U-0496,C-22860,,,F-02673,password,No,No,No
F-02674,U-0496,C-22860,,,F-02674,password,No,No,No
F-02675,U-0496,C-22860,,,F-02675,password,Yes,Yes,Yes
F-02676,U-0496,C-22860,,,F-02676,password,No,No,No
F-02677,U-0496,C-22860,,,F-02677,password,Yes,Yes,Yes
F-02678,U-0496,C-22860,,,F-02678,password,No,No,No
F-02679,U-0496,C-22860,,,F-02679,password,Yes,Yes,Yes
F-02680,U-0496,C-22860,,,F-02680,password,Yes,Yes,Yes
F-02681,U-0496,C-22860,,,F-02681,password,Yes,Yes,Yes
F-02682,U-0496,C-22860,,,F-02682,password,No,No,No
F-02683,U-0496,C-22860,,,F-02683,password,Yes,Yes,Yes
F-02684,U-0496,C-22860,,,F-02684,password,Yes,Yes,Yes
F-02685,U-0496,C-22860,,,F-02685,password,Yes,Yes,Yes
F-02686,U-0496,C-22860,,,F-02686,password,No,No,No
F-02687,U-0496,C-22860,,,F-02687,password,Yes,Yes,Yes
F-02688,U-0496,C-22860,,,F-02688,password,No,No,No
F-02689,U-0496,C-22860,,,F-02689,password,Yes,Yes,Yes
F-02690,U-0496,C-22860,,,F-02690,password,Yes,Yes,Yes
F-02691,U-0496,C-22860,,,F-02691,password,No,No,No
F-02692,U-0496,C-22860,,,F-02692,password,No,No,No
F-02693,U-0496,C-22860,,,F-02693,password,Yes,Yes,Yes
F-02694,U-0496,C-22860,,,F-02694,password,No,No,No
F-02695,U-0496,C-22860,,,F-02695,password,Yes,Yes,Yes
F-02696,U-0496,C-22860,,,F-02696,password,No,No,No
F-02697,U-0496,C-22860,,,F-02697,password,Yes,Yes,Yes
F-02698,U-0496,C-22860,,,F-02698,password,Yes,Yes,Yes
F-02699,U-0496,C-22860,,,F-02699,password,Yes,Yes,Yes
F-02700,U-0496,C-22860,,,F-02700,password,No,No,No
F-02701,U-0496,C-22860,,,F-02701,password,Yes,Yes,Yes
F-02702,U-0496,C-22860,,,F-02702,password,Yes,Yes,Yes
F-02703,U-0496,C-22860,,,F-02703,password,Yes,Yes,Yes
F-02704,U-0496,C-22860,,,F-02704,password,No,No,No
F-02705,U-0496,C-22860,,,F-02705,password,Yes,Yes,Yes
F-02706,U-0496,C-22860,,,F-02706,password,No,No,No
F-02707,U-0496,C-22860,,,F-02707,password,Yes,Yes,Yes
F-02708,U-0496,C-22860,,,F-02708,password,Yes,Yes,Yes
F-02709,U-0496,C-22860,,,F-02709,password,No,No,No
F-02710,U-0496,C-22860,,,F-02710,password,No,No,No
F-02711,U-0496,C-22860,,,F-02711,password,Yes,Yes,Yes
F-02712,U-0496,C-22860,,,F-02712,password,No,No,No
